,Date,Open,High,Low,Close,Adj Close,Volume
26,2020-06-04,1430.000000,1438.959961,1404.729980,1418.650024,1418.650024,1471400
27,2020-06-05,1427.000000,1467.359985,1425.010010,1464.969971,1464.969971,2260400
28,2020-06-08,1456.000000,1490.459961,1456.000000,1486.579956,1486.579956,1716800
29,2020-06-09,1500.469971,1515.239990,1492.329956,1497.920044,1497.920044,1739700
30,2020-06-10,1497.369995,1536.939941,1496.030029,1522.020020,1522.020020,2270800
31,2020-06-11,1490.000000,1499.000000,1427.750000,1433.670044,1433.670044,2859400
32,2020-06-12,1427.000000,1460.000000,1402.000000,1456.160034,1456.160034,2167600
33,2020-06-15,1436.219971,1459.630005,1432.000000,1455.020020,1455.020020,1472300
34,2020-06-16,1462.000000,1484.660034,1457.609985,1480.420044,1480.420044,1532200
35,2020-06-17,1480.000000,1485.280029,1464.000000,1479.729980,1479.729980,1226500
36,2020-06-18,1471.000000,1479.000000,1458.630005,1462.420044,1462.420044,1411100
37,2020-06-19,1452.160034,1468.000000,1443.209961,1451.119995,1451.119995,3059600
38,2020-06-22,1458.000000,1490.000000,1456.000000,1489.030029,1489.030029,1493200
39,2020-06-23,1495.000000,1501.630005,1483.000000,1484.260010,1484.260010,1273100
40,2020-06-24,1484.000000,1490.000000,1454.619995,1457.839966,1457.839966,1471400
41,2020-06-25,1460.000000,1475.940063,1456.000000,1469.599976,1469.599976,1317400
42,2020-06-26,1462.630005,1469.989990,1434.890015,1441.329956,1441.329956,1617100
43,2020-06-29,1439.000000,1467.410034,1432.459961,1462.469971,1462.469971,1255200
44,2020-06-30,1468.930054,1481.319946,1460.229980,1480.390015,1480.390015,1492600
45,2020-07-01,1484.000000,1496.560059,1475.239990,1490.530029,1490.530029,1211200
46,2020-07-02,1487.000000,1494.040039,1477.209961,1491.369995,1491.369995,1026700
47,2020-07-06,1495.000000,1543.000000,1494.380005,1537.630005,1537.630005,1866300
48,2020-07-07,1543.000000,1545.959961,1498.880005,1502.099976,1502.099976,1531900
49,2020-07-08,1510.000000,1541.609985,1509.069946,1536.709961,1536.709961,1519000
50,2020-07-09,1530.000000,1544.000000,1522.000000,1529.229980,1529.229980,1215800
51,2020-07-10,1532.000000,1544.209961,1520.000000,1544.209961,1544.209961,1154200
52,2020-07-13,1557.000000,1588.000000,1543.310059,1552.849976,1552.849976,2006000
53,2020-07-14,1545.000000,1566.530029,1531.260010,1563.420044,1563.420044,1783100
54,2020-07-15,1574.000000,1597.000000,1566.000000,1590.930054,1590.930054,1742400
55,2020-07-16,1590.000000,1593.000000,1560.969971,1565.989990,1565.989990,1530700
56,2020-07-17,1560.000000,1579.199951,1548.189941,1578.680054,1578.680054,1281600
57,2020-07-20,1580.000000,1610.000000,1574.209961,1597.699951,1597.699951,1748800
58,2020-07-21,1608.000000,1615.000000,1586.000000,1590.010010,1590.010010,1515800
59,2020-07-22,1592.000000,1607.000000,1582.099976,1600.939941,1600.939941,1322200
60,2020-07-23,1592.660034,1600.109985,1556.650024,1558.020020,1558.020020,2018000
61,2020-07-24,1548.000000,1560.000000,1510.489990,1514.660034,1514.660034,2181700
62,2020-07-27,1512.319946,1539.930054,1512.319946,1537.250000,1537.250000,1477000
63,2020-07-28,1549.969971,1558.719971,1524.000000,1541.740051,1541.740051,1617200
64,2020-07-29,1553.469971,1567.000000,1543.000000,1558.989990,1558.989990,1424000
65,2020-07-30,1567.489990,1588.750000,1566.000000,1586.819946,1586.819946,4650900
66,2020-07-31,1590.000000,1596.000000,1553.000000,1559.930054,1559.930054,3360800
67,2020-08-03,1567.000000,1571.979980,1545.000000,1563.010010,1563.010010,1471600
68,2020-08-04,1565.000000,1596.099976,1560.000000,1591.219971,1591.219971,1366400
69,2020-08-05,1588.000000,1605.000000,1580.349976,1596.109985,1596.109985,1317700
70,2020-08-06,1595.010010,1620.000000,1590.000000,1614.609985,1614.609985,1590400
71,2020-08-07,1594.000000,1604.000000,1567.619995,1577.109985,1577.109985,1578700
72,2020-08-10,1587.000000,1612.349976,1586.219971,1601.989990,1601.989990,1260800
73,2020-08-11,1595.000000,1600.000000,1560.000000,1571.140015,1571.140015,1780200
74,2020-08-12,1580.000000,1612.000000,1570.989990,1610.459961,1610.459961,1512000
75,2020-08-13,1603.000000,1613.989990,1597.609985,1604.579956,1604.579956,1206700
76,2020-08-14,1596.000000,1616.390015,1592.000000,1608.699951,1608.699951,1165100
77,2020-08-17,1612.000000,1644.969971,1609.000000,1635.000000,1635.000000,1547600
78,2020-08-18,1635.000000,1680.010010,1628.719971,1671.719971,1671.719971,2212200
79,2020-08-19,1666.000000,1672.000000,1629.010010,1640.099976,1640.099976,1685700
80,2020-08-20,1636.000000,1664.609985,1628.000000,1650.010010,1650.010010,1469100
81,2020-08-21,1648.000000,1651.000000,1620.000000,1626.030029,1626.030029,1547400
82,2020-08-24,1633.810059,1670.000000,1629.369995,1660.000000,1660.000000,1570200
83,2020-08-25,1660.000000,1669.400024,1651.369995,1658.780029,1658.780029,1103700
84,2020-08-26,1664.000000,1720.479980,1660.000000,1716.829956,1716.829956,2105300
85,2020-08-27,1712.000000,1733.180054,1706.209961,1720.530029,1720.530029,1670200
86,2020-08-28,1715.000000,1736.560059,1714.520020,1724.420044,1724.420044,1433000
87,2020-08-31,1720.000000,1736.000000,1699.000000,1700.000000,1700.000000,2233500
88,2020-09-01,1710.000000,1730.000000,1698.380005,1721.959961,1721.959961,1424800
89,2020-09-02,1733.000000,1745.380005,1720.000000,1738.839966,1738.839966,1428200
90,2020-09-03,1720.000000,1733.000000,1660.000000,1660.099976,1660.099976,2350900
91,2020-09-04,1659.000000,1680.959961,1616.109985,1647.469971,1647.469971,2740300
92,2020-09-08,1627.000000,1637.000000,1568.099976,1580.699951,1580.699951,2945800
93,2020-09-09,1596.410034,1654.819946,1591.719971,1651.890015,1651.890015,2352500
94,2020-09-10,1640.000000,1642.209961,1578.000000,1580.530029,1580.530029,2575000
95,2020-09-11,1569.339966,1591.000000,1546.500000,1583.010010,1583.010010,2245200
96,2020-09-14,1578.000000,1610.000000,1572.989990,1607.699951,1607.699951,1778600
97,2020-09-15,1620.689941,1635.000000,1616.000000,1630.040039,1630.040039,1496800
98,2020-09-16,1622.000000,1640.930054,1603.000000,1619.030029,1619.030029,1670200
99,2020-09-17,1614.989990,1630.000000,1587.000000,1597.530029,1597.530029,1904700
100,2020-09-18,1583.000000,1598.000000,1549.109985,1555.030029,1555.030029,3217700
101,2020-09-21,1545.000000,1566.000000,1518.540039,1530.160034,1530.160034,2620800
102,2020-09-22,1527.000000,1552.000000,1518.000000,1544.390015,1544.390015,1846300
103,2020-09-23,1536.000000,1540.000000,1490.000000,1496.380005,1496.380005,2566000
104,2020-09-24,1490.000000,1531.000000,1478.130005,1527.500000,1527.500000,2278200
105,2020-09-25,1524.180054,1548.500000,1516.000000,1547.500000,1547.500000,1632400
106,2020-09-28,1558.000000,1576.040039,1551.500000,1573.010010,1573.010010,1397900
107,2020-09-29,1563.000000,1579.979980,1550.000000,1558.719971,1558.719971,1357400
108,2020-09-30,1559.540039,1573.000000,1545.010010,1559.369995,1559.369995,1758400
109,2020-10-01,1565.000000,1580.000000,1555.000000,1571.010010,1571.010010,1306600
110,2020-10-02,1539.000000,1563.000000,1538.699951,1554.959961,1554.959961,1748300
111,2020-10-05,1557.000000,1582.000000,1555.790039,1577.430054,1577.430054,1400000
112,2020-10-06,1570.000000,1585.000000,1537.000000,1544.640015,1544.640015,1734500
113,2020-10-07,1552.000000,1594.000000,1550.000000,1584.609985,1584.609985,1534900
114,2020-10-08,1588.000000,1616.000000,1585.000000,1611.400024,1611.400024,1591000
115,2020-10-09,1614.280029,1624.290039,1604.000000,1617.319946,1617.319946,1266200
116,2020-10-12,1612.000000,1650.000000,1611.660034,1644.869995,1644.869995,1826600
117,2020-10-13,1655.000000,1668.819946,1630.000000,1635.150024,1635.150024,1613200
118,2020-10-14,1630.000000,1649.000000,1619.099976,1623.459961,1623.459961,1472700
119,2020-10-15,1614.000000,1626.689941,1587.000000,1592.990051,1592.990051,1812300
120,2020-10-16,1582.010010,1598.000000,1562.000000,1565.150024,1565.150024,1714000
121,2020-10-19,1548.000000,1566.000000,1512.000000,1531.270020,1531.270020,1882800
122,2020-10-20,1540.000000,1554.650024,1518.000000,1542.469971,1542.469971,1665600
123,2020-10-21,1530.000000,1543.469971,1496.000000,1500.000000,1500.000000,1898600
124,2020-10-22,1500.000000,1531.689941,1496.000000,1512.140015,1512.140015,2040000
125,2020-10-23,1507.510010,1521.030029,1490.229980,1497.920044,1497.920044,1555700
126,2020-10-26,1481.000000,1496.000000,1460.010010,1465.459961,1465.459961,2019500
127,2020-10-27,1469.550049,1512.000000,1464.000000,1504.660034,1504.660034,2021300
128,2020-10-28,1504.000000,1514.000000,1437.180054,1443.010010,1443.010010,2766600
129,2020-10-29,1445.790039,1520.000000,1443.000000,1511.989990,1511.989990,2940300
130,2020-10-30,1501.000000,1519.510010,1484.000000,1490.430054,1490.430054,2720700
131,2020-11-02,1491.000000,1514.000000,1473.189941,1510.489990,1510.489990,1671000
132,2020-11-03,1512.000000,1552.000000,1505.010010,1548.930054,1548.930054,1900800
133,2020-11-04,1565.000000,1620.000000,1560.000000,1619.030029,1619.030029,2560100
134,2020-11-05,1630.000000,1660.000000,1616.000000,1648.219971,1648.219971,2005100
135,2020-11-06,1650.000000,1665.000000,1623.010010,1628.140015,1628.140015,1794300
136,2020-11-09,1657.000000,1693.709961,1638.010010,1643.949951,1643.949951,2665600
137,2020-11-10,1634.000000,1649.199951,1586.209961,1604.430054,1604.430054,2414400
138,2020-11-11,1617.000000,1640.000000,1597.000000,1630.520020,1630.520020,1596100
139,2020-11-12,1622.000000,1628.890015,1590.000000,1594.829956,1594.829956,1637700
140,2020-11-13,1600.000000,1630.000000,1598.000000,1625.000000,1625.000000,1520100
141,2020-11-16,1635.000000,1662.390015,1630.000000,1657.939941,1657.939941,1467500
142,2020-11-17,1663.000000,1672.000000,1647.729980,1665.099976,1665.099976,1195500
143,2020-11-18,1660.000000,1671.000000,1641.000000,1651.099976,1651.099976,1327000
144,2020-11-19,1653.000000,1670.000000,1646.000000,1661.390015,1661.390015,1170700
145,2020-11-20,1660.000000,1668.880005,1645.000000,1651.680054,1651.680054,1159500
146,2020-11-23,1656.839966,1685.000000,1656.000000,1680.670044,1680.670044,1299500
147,2020-11-24,1690.000000,1712.000000,1688.000000,1697.000000,1697.000000,1867200
148,2020-11-25,1695.000000,1712.000000,1691.030029,1705.339966,1705.339966,1119100
149,2020-11-27,1709.300049,1735.000000,1707.000000,1729.060059,1729.060059,614500
150,2020-11-30,1719.699951,1740.000000,1707.500000,1735.290039,1735.290039,1741500
151,2020-12-01,1742.000000,1755.000000,1727.500000,1747.680054,1747.680054,1466900
152,2020-12-02,1748.699951,1760.000000,1735.000000,1755.010010,1755.010010,1140000
153,2020-12-03,1756.000000,1775.000000,1749.000000,1768.079956,1768.079956,1368400
154,2020-12-04,1768.000000,1807.319946,1763.219971,1804.520020,1804.520020,1876200
155,2020-12-07,1806.000000,1831.910034,1800.000000,1827.989990,1827.989990,1569200
156,2020-12-08,1836.000000,1849.479980,1828.000000,1843.939941,1843.939941,1504100
157,2020-12-09,1843.000000,1860.000000,1805.439941,1806.719971,1806.719971,2093600
158,2020-12-10,1810.000000,1821.000000,1790.000000,1802.560059,1802.560059,1558100
159,2020-12-11,1797.000000,1816.000000,1788.000000,1790.760010,1790.760010,1421100
160,2020-12-14,1793.000000,1820.000000,1780.000000,1790.010010,1790.010010,1614100
161,2020-12-15,1805.000000,1823.000000,1791.000000,1820.489990,1820.489990,1464800
162,2020-12-16,1828.000000,1843.000000,1818.000000,1833.550049,1833.550049,1540700
163,2020-12-17,1840.000000,1865.989990,1838.219971,1860.189941,1860.189941,1620900
164,2020-12-18,1849.000000,1870.000000,1820.000000,1826.770020,1826.770020,3121500
165,2020-12-21,1792.630005,1820.000000,1788.000000,1815.609985,1815.609985,1917100
166,2020-12-22,1821.979980,1835.000000,1793.500000,1802.000000,1802.000000,1443900
167,2020-12-23,1800.000000,1810.000000,1790.000000,1796.329956,1796.329956,965800
168,2020-12-24,1795.000000,1803.989990,1791.000000,1801.560059,1801.560059,464700
169,2020-12-28,1804.000000,1847.339966,1803.000000,1840.900024,1840.900024,1373300
170,2020-12-29,1843.000000,1846.219971,1820.000000,1826.989990,1826.989990,1013200
171,2020-12-30,1828.000000,1842.000000,1820.000000,1828.750000,1828.750000,1072000
172,2020-12-31,1826.989990,1841.000000,1823.130005,1827.989990,1827.989990,814300
173,2021-01-04,1845.000000,1847.420044,1781.760010,1790.040039,1790.040039,1936800
174,2021-01-05,1790.010010,1822.260010,1784.510010,1818.680054,1818.680054,1393000
175,2021-01-06,1815.099976,1815.099976,1763.010010,1792.260010,1792.260010,2102000
176,2021-01-07,1806.000000,1847.410034,1797.650024,1841.050049,1841.050049,2052000
177,2021-01-08,1845.000000,1855.000000,1833.000000,1851.859985,1851.859985,1531500
178,2021-01-11,1848.000000,1859.989990,1817.319946,1835.380005,1835.380005,1667200
179,2021-01-12,1836.000000,1847.140015,1821.500000,1844.160034,1844.160034,1340400
180,2021-01-13,1843.000000,1875.000000,1842.010010,1870.219971,1870.219971,1527400
181,2021-01-14,1868.000000,1879.000000,1850.000000,1862.229980,1862.229980,1388800
182,2021-01-15,1862.000000,1875.000000,1832.000000,1841.130005,1841.130005,1686100
183,2021-01-19,1843.949951,1862.000000,1839.219971,1854.229980,1854.229980,1546400
184,2021-01-20,1862.000000,1889.000000,1857.209961,1880.069946,1880.069946,1784500
185,2021-01-21,1878.000000,1892.000000,1851.000000,1859.040039,1859.040039,1729500
186,2021-01-22,1855.000000,1863.000000,1840.000000,1843.329956,1843.329956,1398500
187,2021-01-25,1845.000000,1889.300049,1838.000000,1880.880005,1880.880005,1645400
188,2021-01-26,1877.000000,1892.979980,1863.510010,1877.719971,1877.719971,1556800
189,2021-01-27,1868.000000,1875.000000,1811.000000,1820.020020,1820.020020,2379800
190,2021-01-28,1828.000000,1847.000000,1790.000000,1814.280029,1814.280029,2570200
191,2021-01-29,1807.020020,1822.000000,1782.099976,1790.380005,1790.380005,2268900
192,2021-02-01,1802.000000,1840.010010,1800.000000,1835.530029,1835.530029,1448900
193,2021-02-02,1848.000000,1862.000000,1840.000000,1855.000000,1855.000000,1266300
194,2021-02-03,1856.000000,1880.000000,1848.000000,1875.760010,1875.760010,1477800
195,2021-02-04,1883.449951,1901.449951,1878.000000,1896.280029,1896.280029,1506400
196,2021-02-05,1900.000000,1916.500000,1893.000000,1905.010010,1905.010010,1216100
197,2021-02-08,1909.000000,1935.000000,1901.000000,1928.109985,1928.109985,1330700
198,2021-02-09,1921.000000,1931.540039,1904.000000,1915.000000,1915.000000,1308200
199,2021-02-10,1910.000000,1920.000000,1877.000000,1886.199951,1886.199951,1583900
200,2021-02-11,1895.000000,1909.219971,1878.000000,1898.699951,1898.699951,1268100
201,2021-02-12,1901.010010,1913.000000,1894.010010,1905.380005,1905.380005,1182400
202,2021-02-16,1906.000000,1912.000000,1881.099976,1889.300049,1889.300049,1380400
203,2021-02-17,1886.000000,1895.000000,1863.219971,1879.780029,1879.780029,1319700
204,2021-02-18,1877.959961,1882.000000,1851.699951,1854.770020,1854.770020,1534400
205,2021-02-19,1858.000000,1877.000000,1840.000000,1843.040039,1843.040039,1502000
206,2021-02-22,1824.000000,1847.000000,1792.000000,1813.459961,1813.459961,2341500
207,2021-02-23,1815.000000,1832.500000,1765.000000,1828.969971,1828.969971,2716500
208,2021-02-24,1815.010010,1856.459961,1810.000000,1849.209961,1849.209961,2088700
209,2021-02-25,1840.000000,1851.000000,1787.010010,1801.500000,1801.500000,2546900
210,2021-02-26,1793.000000,1827.000000,1787.000000,1824.760010,1824.760010,2544200
211,2021-03-01,1837.609985,1859.000000,1834.000000,1854.030029,1854.030029,1444900
212,2021-03-02,1852.000000,1859.000000,1820.000000,1825.530029,1825.530029,1407000
213,2021-03-03,1820.000000,1843.000000,1800.000000,1814.760010,1814.760010,1578600
214,2021-03-04,1802.000000,1811.939941,1768.510010,1776.410034,1776.410034,2191600
215,2021-03-05,1775.000000,1804.000000,1752.939941,1796.260010,1796.260010,2173400
216,2021-03-08,1784.000000,1800.000000,1765.000000,1769.729980,1769.729980,1772500
217,2021-03-09,1781.000000,1819.000000,1773.219971,1816.280029,1816.280029,1703000
218,2021-03-10,1824.000000,1841.969971,1811.219971,1834.859985,1834.859985,1636800
219,2021-03-11,1845.000000,1858.000000,1835.000000,1855.609985,1855.609985,1413300
220,2021-03-12,1845.000000,1860.000000,1831.219971,1840.849976,1840.849976,1428400
221,2021-03-15,1842.000000,1870.000000,1838.000000,1866.150024,1866.150024,1280700
222,2021-03-16,1870.000000,1885.000000,1860.000000,1869.540039,1869.540039,1309500
223,2021-03-17,1869.000000,1895.000000,1858.000000,1893.199951,1893.199951,1538700
224,2021-03-18,1871.000000,1891.000000,1837.000000,1848.949951,1848.949951,2345700
225,2021-03-19,1845.000000,1880.000000,1838.459961,1862.000000,1862.000000,2126900
226,2021-03-22,1870.000000,1908.000000,1866.000000,1902.609985,1902.609985,1468700
227,2021-03-23,1900.000000,1913.000000,1875.000000,1884.319946,1884.319946,1387400
228,2021-03-24,1882.000000,1898.959961,1854.500000,1862.250000,1862.250000,1483100
229,2021-03-25,1851.000000,1862.000000,1809.000000,1811.380005,1811.380005,1940300
230,2021-03-26,1820.000000,1860.000000,1814.000000,1855.760010,1855.760010,1868200
231,2021-03-29,1872.000000,1893.000000,1866.000000,1887.869995,1887.869995,1301000
232,2021-03-30,1892.000000,1905.000000,1876.000000,1885.000000,1885.000000,1211500
233,2021-03-31,1887.000000,1900.469971,1866.500000,1877.260010,1877.260010,1633100
234,2021-04-01,1889.010010,1916.989990,1887.000000,1907.569946,1907.569946,1382500
235,2021-04-05,1923.000000,1942.000000,1916.229980,1930.660034,1930.660034,1567400
236,2021-04-06,1934.000000,1944.989990,1916.000000,1926.000000,1926.000000,1196600
237,2021-04-07,1929.000000,1942.209961,1913.000000,1928.000000,1928.000000,1069700
238,2021-04-08,1930.000000,1956.209961,1929.000000,1952.260010,1952.260010,1236100
239,2021-04-09,1952.000000,1972.000000,1948.000000,1971.709961,1971.709961,1216500
240,2021-04-12,1971.000000,1995.000000,1966.219971,1979.380005,1979.380005,1432200
241,2021-04-13,1983.000000,2006.209961,1980.000000,2003.000000,2003.000000,1360700
242,2021-04-14,2003.000000,2022.319946,1985.000000,2004.000000,2004.000000,1487400
243,2021-04-15,2009.000000,2047.000000,2007.000000,2034.479980,2034.479980,1612600
244,2021-04-16,2038.000000,2056.000000,2021.000000,2023.570068,2023.570068,1413400
245,2021-04-19,2026.000000,2029.790039,1988.209961,2013.280029,2013.280029,1413200
246,2021-04-20,2001.000000,2011.380005,1978.540039,1981.780029,1981.780029,1510700
247,2021-04-21,1983.000000,2010.000000,1975.000000,2002.729980,2002.729980,1321200
248,2021-04-22,1994.000000,2000.609985,1939.359985,1972.030029,1972.030029,2208600
249,2021-04-23,1980.000000,2060.000000,1975.000000,2051.820068,2051.820068,2278900
250,2021-04-26,2063.000000,2082.969971,2060.000000,2069.870117,2069.870117,1474100
251,2021-04-27,2072.000000,2085.000000,2039.699951,2052.280029,2052.280029,1505300
